WDID,WDID Account ID,Structure Name,WDID Account Name,Source Code,Source Descr,From WDID,From WDID Account,From Structure,From WDID Account Name,Use Code,Use Descr,Type Code,Type Descr,Group WDID,Group Structure,To WDID,To WDID Account ID,To Structure Name,To WDID Account Name,Description,Water Class,Meas Interval,Aggregation Interval,Date,Amount,Obs Code,Units,Data Status,Modified,
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2021 00:00","24295.71","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2021 00:00","28420.7","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2021 00:00","22838.57","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2021 00:00","4048.24","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2021 00:00","17097.47","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2021 00:00","24434.3","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2021 00:00","28781.87","U","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2021 00:00","28380.47","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2021 00:00","33705.48","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2020 00:00","22783.67","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2020 00:00","4696.17","C","AF","Approved","05/04/2022 10:54",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2020 00:00","9104.78","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2020 00:00","8148.28","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2020 00:00","28505.69","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2020 00:00","26292.76","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2020 00:00","30431.53","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2020 00:00","11069.91","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2020 00:00","5767.58","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2020 00:00","21458.53","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/29/2020 00:00","23146.81","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2020 00:00","20154.42","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2019 00:00","18059.67","K","AF","Approved","03/02/2021 11:15",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2019 00:00","17771.96","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2019 00:00","26085.21","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2019 00:00","30454.26","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2019 00:00","20276.73","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2019 00:00","20398.71","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2019 00:00","30312.44","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2019 00:00","27886.09","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2019 00:00","22077.74","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2019 00:00","29646.38","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2019 00:00","33717.32","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2018 00:00","20797.2","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2018 00:00","1755.99","K","AF","Approved","01/30/2020 16:29",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2018 00:00","25692.28","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2018 00:00","12638.9","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2018 00:00","23609.6","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2018 00:00","19916.32","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2018 00:00","19234","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2018 00:00","31406.74","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2018 00:00","28705.21","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2018 00:00","33626.28","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2018 00:00","29332","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2018 00:00","21844.29","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2017 00:00","10504.62","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2017 00:00","2245.32","K","AF","Approved","02/01/2019 18:06",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2017 00:00","3649.64","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2017 00:00","14094.75","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2017 00:00","9498.9","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2017 00:00","27324.5","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2017 00:00","15977.09","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2017 00:00","15639.9","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2017 00:00","26392.45","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2017 00:00","27743.21","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2017 00:00","28778.6","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2017 00:00","32947.92","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2016 00:00","25337.23","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2016 00:00","680.34","K","AF","Approved","03/23/2018 12:35",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2016 00:00","14856.42","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2016 00:00","24532.32","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2016 00:00","15508.99","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2016 00:00","23443.98","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2016 00:00","11827.61","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2016 00:00","15199.96","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2016 00:00","17002.56","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2016 00:00","31779.64","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/29/2016 00:00","31515.83","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2016 00:00","33548.92","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2015 00:00","24740.2","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2015 00:00","2068.79","U","AF","Approved","04/20/2017 11:40",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2015 00:00","12504.38","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2015 00:00","13086.34","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2015 00:00","12822.53","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2015 00:00","5833.89","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2015 00:00","934.03","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2015 00:00","3812.88","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2015 00:00","2911.96","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2015 00:00","13920.2","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2015 00:00","15915.6","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2015 00:00","23480.67","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2014 00:00","16637.6","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2014 00:00","1092.19","U","AF","Approved","06/13/2016 17:31",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2014 00:00","4994.31","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2014 00:00","20777.58","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2014 00:00","6419.9","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2014 00:00","10975.62","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2014 00:00","3720.23","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2014 00:00","22496.44","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2014 00:00","28197.2","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2014 00:00","32500.54","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2014 00:00","29557.36","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2014 00:00","32808.46","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2013 00:00","15359.25","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2013 00:00","707.32","K","AF","Approved","06/10/2015 12:01",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2013 00:00","0","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2013 00:00","5980.25","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2013 00:00","1769.28","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2013 00:00","20687.53","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2013 00:00","13210.11","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2013 00:00","18037.95","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2013 00:00","25642.45","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2013 00:00","28288.68","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2013 00:00","29657.29","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2013 00:00","33961.49","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2012 00:00","22574.21","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2012 00:00","2515.08","K","AF","Approved","04/14/2014 15:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2012 00:00","33983.31","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2012 00:00","32672.21","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2012 00:00","33814.71","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2012 00:00","33179.99","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2012 00:00","25704.18","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2012 00:00","31720.13","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2012 00:00","24155.06","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2012 00:00","27554.78","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/29/2012 00:00","14755.26","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2012 00:00","19589.05","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2011 00:00","4197.09","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","11/30/2011 00:00","11399.17","K","AF","Approved","03/25/2013 12:51",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","10/31/2011 00:00","31109.21","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","09/30/2011 00:00","25872.77","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","08/31/2011 00:00","3978.9","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","07/31/2011 00:00","14588.64","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","06/30/2011 00:00","13620.69","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","05/31/2011 00:00","34221.33","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","04/30/2011 00:00","32777.34","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","03/31/2011 00:00","33213.71","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","02/28/2011 00:00","30284.08","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","01/31/2011 00:00","28586.2","U","AF","Approved","07/18/2012 15:59",
"5104634","","CBT ALVA B ADAMS TUNNEL","","","","","","","","","","","","","","","","","","","Total (Diversions)","","Monthly","12/31/2010 00:00","13005.81","U","AF","Approved","07/18/2012 15:59",
