abbrev,meas_date,Streamflow Value,Streamflow Meas Units,Streamflow Review Status,Streamflow Data Source,
"AZOTUNNM","05/12/1986","269.231995","cfs","O","DWR",
"AZOTUNNM","05/13/1986","329.260010","cfs","O","DWR",
"AZOTUNNM","05/14/1986","483.704987","cfs","O","DWR",
"AZOTUNNM","05/15/1986","462.635010","cfs","O","DWR",
"AZOTUNNM","05/16/1986","462.104004","cfs","O","DWR",
"AZOTUNNM","05/17/1986","487.489990","cfs","O","DWR",
"AZOTUNNM","05/18/1986","410.750000","cfs","O","DWR",
"AZOTUNNM","05/19/1986","474.708008","cfs","O","DWR",
"AZOTUNNM","05/20/1986","640.583008","cfs","O","DWR",
"AZOTUNNM","05/21/1986","792.572998","cfs","O","DWR",
"AZOTUNNM","05/22/1986","799.541992","cfs","O","DWR",
"AZOTUNNM","05/23/1986","811.020996","cfs","O","DWR",
"AZOTUNNM","05/24/1986","782.197998","cfs","O","DWR",
"AZOTUNNM","05/25/1986","706.854004","cfs","O","DWR",
"AZOTUNNM","05/26/1986","808.270996","cfs","O","DWR",
"AZOTUNNM","05/27/1986","808.968994","cfs","O","DWR",
"AZOTUNNM","05/28/1986","703.687988","cfs","O","DWR",
"AZOTUNNM","05/29/1986","657.083008","cfs","O","DWR",
"AZOTUNNM","05/30/1986","595.635010","cfs","O","DWR",
"AZOTUNNM","05/31/1986","502.625000","cfs","O","DWR",
"AZOTUNNM","06/01/1986","507.037994","cfs","O","DWR",
"AZOTUNNM","06/02/1986","527.200012","cfs","O","DWR",
"AZOTUNNM","06/03/1986","669.447998","cfs","O","DWR",
"AZOTUNNM","06/04/1986","787.525024","cfs","O","DWR",
"AZOTUNNM","06/05/1986","873.697998","cfs","O","DWR",
"AZOTUNNM","06/06/1986","922.656006","cfs","O","DWR",
"AZOTUNNM","06/07/1986","919.291992","cfs","O","DWR",
"AZOTUNNM","06/08/1986","917.468994","cfs","O","DWR",
"AZOTUNNM","06/09/1986","874.729004","cfs","O","DWR",
"AZOTUNNM","06/10/1986","719.463013","cfs","O","DWR",
"AZOTUNNM","06/11/1986","666.218994","cfs","O","DWR",
"AZOTUNNM","06/12/1986","721.333008","cfs","O","DWR",
"AZOTUNNM","06/13/1986","855.958008","cfs","O","DWR",
"AZOTUNNM","06/14/1986","930.500000","cfs","O","DWR",
"AZOTUNNM","06/15/1986","910.812988","cfs","O","DWR",
"AZOTUNNM","06/16/1986","853.958008","cfs","O","DWR",
"AZOTUNNM","06/17/1986","837.906006","cfs","O","DWR",
"AZOTUNNM","06/18/1986","820.822998","cfs","O","DWR",
"AZOTUNNM","06/19/1986","730.843994","cfs","O","DWR",
"AZOTUNNM","06/20/1986","343.979004","cfs","O","DWR",
"AZOTUNNM","06/21/1986","199.542007","cfs","O","DWR",
"AZOTUNNM","06/22/1986","191.731003","cfs","O","DWR",
"AZOTUNNM","06/23/1986","80.250000","cfs","O","DWR",
"AZOTUNNM","06/24/1986","39.616001","cfs","O","DWR",
"AZOTUNNM","06/25/1986","17.292999","cfs","O","DWR",
"AZOTUNNM","06/26/1986","15.667000","cfs","O","DWR",
"AZOTUNNM","06/27/1986","15.400000","cfs","O","DWR",
"AZOTUNNM","06/28/1986","15.158000","cfs","O","DWR",
"AZOTUNNM","06/29/1986","15.038000","cfs","O","DWR",
"AZOTUNNM","06/30/1986","14.850000","cfs","O","DWR",
"AZOTUNNM","07/01/1986","18.809000","cfs","O","DWR",
"AZOTUNNM","07/02/1986","34.250000","cfs","O","DWR",
"AZOTUNNM","07/03/1986","63.535000","cfs","O","DWR",
"AZOTUNNM","07/04/1986","79.283997","cfs","O","DWR",
"AZOTUNNM","07/05/1986","54.551998","cfs","O","DWR",
"AZOTUNNM","07/06/1986","14.494000","cfs","O","DWR",
"AZOTUNNM","07/07/1986","24.774000","cfs","O","DWR",
"AZOTUNNM","07/08/1986","44.651001","cfs","O","DWR",
"AZOTUNNM","07/09/1986","26.398001","cfs","O","DWR",
"AZOTUNNM","07/10/1986","9.586000","cfs","O","DWR",
"AZOTUNNM","07/11/1986","37.841000","cfs","O","DWR",
"AZOTUNNM","07/12/1986","57.674000","cfs","O","DWR",
"AZOTUNNM","07/13/1986","54.341999","cfs","O","DWR",
"AZOTUNNM","07/14/1986","62.473000","cfs","O","DWR",
"AZOTUNNM","07/15/1986","74.335999","cfs","O","DWR",
"AZOTUNNM","07/16/1986","1.790000","cfs","O","DWR",
"AZOTUNNM","07/17/1986","1.771000","cfs","O","DWR",
"AZOTUNNM","07/18/1986","1.590000","cfs","O","DWR",
"AZOTUNNM","07/19/1986","1.590000","cfs","O","DWR",
"AZOTUNNM","07/20/1986","1.590000","cfs","O","DWR",
"AZOTUNNM","07/21/1986","1.530000","cfs","O","DWR",
"AZOTUNNM","07/22/1986","0.510000","cfs","O","DWR",
"AZOTUNNM","07/23/1986","","","","",
"AZOTUNNM","07/24/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","07/25/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","07/26/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","07/27/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","07/28/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","07/29/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","07/30/1986","0.161000","cfs","O","DWR",
"AZOTUNNM","07/31/1986","11.273000","cfs","O","DWR",
"AZOTUNNM","08/01/1986","53.625999","cfs","O","DWR",
"AZOTUNNM","08/02/1986","46.076000","cfs","O","DWR",
"AZOTUNNM","08/03/1986","35.194000","cfs","O","DWR",
"AZOTUNNM","08/04/1986","36.173000","cfs","O","DWR",
"AZOTUNNM","08/05/1986","49.554001","cfs","O","DWR",
"AZOTUNNM","08/06/1986","55.202000","cfs","O","DWR",
"AZOTUNNM","08/07/1986","57.300999","cfs","O","DWR",
"AZOTUNNM","08/08/1986","40.549000","cfs","O","DWR",
"AZOTUNNM","08/09/1986","32.276001","cfs","O","DWR",
"AZOTUNNM","08/10/1986","28.429001","cfs","O","DWR",
"AZOTUNNM","08/11/1986","34.323002","cfs","O","DWR",
"AZOTUNNM","08/12/1986","37.952000","cfs","O","DWR",
"AZOTUNNM","08/13/1986","35.955002","cfs","O","DWR",
"AZOTUNNM","08/14/1986","29.017000","cfs","O","DWR",
"AZOTUNNM","08/15/1986","22.641001","cfs","O","DWR",
"AZOTUNNM","08/16/1986","17.615000","cfs","O","DWR",
"AZOTUNNM","08/17/1986","14.929000","cfs","O","DWR",
"AZOTUNNM","08/18/1986","14.822000","cfs","O","DWR",
"AZOTUNNM","08/19/1986","13.109000","cfs","O","DWR",
"AZOTUNNM","08/20/1986","12.663000","cfs","O","DWR",
"AZOTUNNM","08/21/1986","20.222000","cfs","O","DWR",
"AZOTUNNM","08/22/1986","15.507000","cfs","O","DWR",
"AZOTUNNM","08/23/1986","31.339001","cfs","O","DWR",
"AZOTUNNM","08/24/1986","135.339996","cfs","O","DWR",
"AZOTUNNM","08/25/1986","4.870000","cfs","O","DWR",
"AZOTUNNM","08/26/1986","1.301000","cfs","O","DWR",
"AZOTUNNM","08/27/1986","0.461000","cfs","O","DWR",
"AZOTUNNM","08/28/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","08/29/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","08/30/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","08/31/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/01/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/02/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/03/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/04/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/05/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/06/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/07/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/08/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/09/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/10/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/11/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/12/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/13/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/14/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/15/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/16/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/17/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/18/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/19/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/20/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/21/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/22/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/23/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/24/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/25/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/26/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/27/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/28/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/29/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","09/30/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/01/1986","0.035000","cfs","O","DWR",
"AZOTUNNM","10/02/1986","0.033000","cfs","O","DWR",
"AZOTUNNM","10/03/1986","0.067000","cfs","O","DWR",
"AZOTUNNM","10/04/1986","0.033000","cfs","O","DWR",
"AZOTUNNM","10/05/1986","0.033000","cfs","O","DWR",
"AZOTUNNM","10/06/1986","0.033000","cfs","O","DWR",
"AZOTUNNM","10/07/1986","0.065000","cfs","O","DWR",
"AZOTUNNM","10/08/1986","0.033000","cfs","O","DWR",
"AZOTUNNM","10/09/1986","0.005000","cfs","O","DWR",
"AZOTUNNM","10/10/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/11/1986","","","","",
"AZOTUNNM","10/12/1986","","","","",
"AZOTUNNM","10/13/1986","","","","",
"AZOTUNNM","10/14/1986","","","","",
"AZOTUNNM","10/15/1986","","","","",
"AZOTUNNM","10/16/1986","","","","",
"AZOTUNNM","10/17/1986","","","","",
"AZOTUNNM","10/18/1986","","","","",
"AZOTUNNM","10/19/1986","","","","",
"AZOTUNNM","10/20/1986","","","","",
"AZOTUNNM","10/21/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/22/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/23/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/24/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/25/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/26/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/27/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/28/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/29/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/30/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","10/31/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/01/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/02/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/03/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/04/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/05/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/06/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/07/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/08/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/09/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/10/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/11/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/12/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/13/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/14/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/15/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/16/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/17/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/18/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/19/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/20/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/21/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/22/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/23/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/24/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/25/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/26/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/27/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/28/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/29/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","11/30/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/01/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/02/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/03/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/04/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/05/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/06/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/07/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/08/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/09/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/10/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/11/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/12/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/13/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/14/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/15/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/16/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/17/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/18/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/19/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/20/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/21/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/22/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/23/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/24/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/25/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/26/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/27/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/28/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/29/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/30/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","12/31/1986","0.000000","cfs","O","DWR",
"AZOTUNNM","01/01/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/02/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/03/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/04/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/05/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/06/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/07/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/08/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/09/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/10/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/11/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/12/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/13/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/14/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/15/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/16/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/17/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/18/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/19/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/20/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/21/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/22/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/23/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/24/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/25/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/26/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/27/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/28/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/29/1987","0.000000","cfs","O","DWR",
"AZOTUNNM","01/30/1987","0.184000","cfs","O","DWR",
"AZOTUNNM","01/31/1987","0.531000","cfs","O","DWR",
